Latitude,Longitude,Altitude (m)
-16.360890000,133.380530000,229.4
-16.385520000,133.380330000,242.1
-16.386380000,133.380280000,242.4
-16.388510000,133.380030000,240.3
-16.401810000,133.378070000,246.0
-16.403630000,133.377840000,249.0
-16.406840000,133.377660000,250.7
-16.408520000,133.377670000,250.2
-16.410950000,133.377810000,251.1
-16.431540000,133.379580000,251.5
-16.433630000,133.379890000,250.5
-16.435740000,133.380320000,252.5
-16.437800000,133.380860000,253.7
-16.440550000,133.381740000,254.1
-16.442140000,133.382370000,254.4
-16.443830000,133.383110000,258.2
-16.453440000,133.387450000,265.9
-16.454270000,133.387750000,266.1
-16.454990000,133.387900000,266.9
-16.465920000,133.389040000,272.1
-16.475250000,133.389170000,267.6
-16.477090000,133.389060000,269.6
-16.478670000,133.388740000,270.5
-16.479330000,133.388550000,270.6
-16.480380000,133.388160000,271.5
-16.483530000,133.386800000,273.9
-16.514190000,133.373440000,275.0
-16.556500000,133.354760000,280.8
-16.557750000,133.354270000,280.9
-16.558920000,133.353920000,280.8
-16.559960000,133.353680000,280.0
-16.560890000,133.353510000,281.7
-16.562110000,133.353370000,280.4
-16.564210000,133.353340000,281.0
-16.565030000,133.353400000,281.0
-16.566760000,133.353640000,281.5
-16.604850000,133.361070000,268.6
-16.606170000,133.361470000,269.1
-16.621770000,133.367520000,267.7
-16.623600000,133.368270000,267.3
-16.624800000,133.368850000,266.3
-16.625920000,133.369450000,265.3
-16.626960000,133.370080000,264.4
-16.629250000,133.371670000,263.0
-16.653350000,133.391010000,245.0
-16.678040000,133.410970000,231.4
-16.678850000,133.411490000,230.9
-16.679870000,133.411970000,232.1
-16.680710000,133.412230000,233.0
-16.681700000,133.412470000,231.1
-16.684500000,133.413030000,233.8
-16.718810000,133.419830000,233.8
-16.776890000,133.430710000,236.1
-16.778330000,133.430800000,237.9
-16.781280000,133.430670000,242.9
-16.920760000,133.422680000,245.4
-16.922260000,133.422740000,243.7
-16.923200000,133.422850000,242.6
-16.925890000,133.423280000,243.1
-17.033990000,133.441720000,245.3
-17.127480000,133.457980000,229.6
-17.196610000,133.469860000,221.9
-17.200880000,133.470580000,222.6
-17.203490000,133.470920000,220.9
-17.205930000,133.471130000,219.7
-17.209210000,133.471210000,219.9
-17.211440000,133.471160000,219.5
-17.213870000,133.470990000,218.1
-17.217490000,133.470520000,217.3
-17.219210000,133.470220000,217.2
-17.221320000,133.469740000,215.7
-17.223360000,133.469200000,215.0
-17.225550000,133.468530000,213.5
-17.228680000,133.467370000,211.9
-17.231440000,133.466160000,210.7
-17.233240000,133.465270000,210.5
-17.241760000,133.460470000,210.1
-17.244650000,133.458930000,209.8
-17.245650000,133.458450000,209.8
-17.247510000,133.457650000,210.8
-17.250340000,133.456580000,213.8
-17.251520000,133.456170000,212.8
-17.254010000,133.455450000,211.6
-17.258110000,133.454490000,207.4
-17.263990000,133.453230000,207.9
-17.303130000,133.444880000,237.6
-17.304770000,133.444620000,239.7
-17.308390000,133.444150000,243.0
-17.355990000,133.438290000,234.9
-17.359110000,133.437990000,232.3
-17.361320000,133.437880000,231.4
-17.364780000,133.437880000,229.2
-17.366560000,133.437950000,227.0
-17.368590000,133.438120000,227.2
-17.372400000,133.438630000,229.5
-17.374980000,133.439130000,225.1
-17.376910000,133.439580000,220.1
-17.381560000,133.440990000,213.8
-17.384110000,133.441950000,214.6
-17.387790000,133.443580000,227.5
-17.390480000,133.444990000,232.3
-17.466870000,133.489550000,245.5
-17.491810000,133.504160000,232.4
-17.497120000,133.507320000,228.5
-17.539600000,133.532140000,226.8
-17.547540000,133.536840000,226.0
-17.548110000,133.537280000,225.7
-17.548760000,133.537890000,225.1
-17.549640000,133.538980000,225.3
-17.565350000,133.563600000,220.0
-17.576580000,133.578120000,220.4
-17.577380000,133.579050000,221.9
-17.578940000,133.580610000,220.9
-17.579910000,133.581470000,222.0
-17.582260000,133.583280000,224.1
-17.604190000,133.599760000,238.9
-17.605180000,133.600470000,241.7
-17.606960000,133.601510000,242.4
-17.607850000,133.601940000,243.2
-17.609310000,133.602540000,242.7
-17.642990000,133.613370000,248.8
-17.667000000,133.621170000,258.5
-17.668980000,133.621680000,262.8
-17.703120000,133.628860000,253.4
-17.713590000,133.630990000,253.7
-17.721480000,133.632690000,257.9
-17.735540000,133.636850000,261.4
-17.756030000,133.643050000,259.0
-17.758870000,133.643960000,255.6
-17.759990000,133.644370000,253.8
-17.761570000,133.645080000,254.3
-17.762680000,133.645660000,252.1
-17.764540000,133.646760000,253.6
-17.766700000,133.648350000,254.0
-17.768620000,133.650080000,251.0
-17.769840000,133.651320000,250.1
-17.774490000,133.656590000,241.5
-17.775820000,133.658170000,237.5
-17.777010000,133.659490000,235.2
-17.778190000,133.660690000,236.0
-17.779950000,133.662200000,232.8
-17.780760000,133.662810000,233.1
-17.782270000,133.663820000,230.2
-17.783790000,133.664740000,228.3
-17.786050000,133.665810000,230.0
-17.787780000,133.666510000,226.6
-17.813270000,133.674060000,230.1
-17.867740000,133.690720000,249.6
-17.871930000,133.692070000,252.1
-17.873410000,133.692660000,254.0
-17.875300000,133.693520000,256.4
-17.876400000,133.694080000,259.3
-17.881770000,133.697220000,265.3
-17.884660000,133.698830000,266.5
-17.885680000,133.699360000,268.4
-17.888520000,133.700670000,270.5
-17.917380000,133.711890000,269.7
-17.918580000,133.712300000,269.7
-17.920160000,133.712750000,270.3
-17.922790000,133.713350000,268.3
-17.924740000,133.713650000,268.9
-17.926670000,133.713850000,268.1
-17.928300000,133.713920000,263.6
-17.929840000,133.713930000,258.4
-17.961790000,133.713650000,261.9
-17.971740000,133.713410000,263.5
-17.973810000,133.713230000,265.8
-17.975320000,133.712990000,268.2
-17.977070000,133.712610000,270.0
-17.980820000,133.711680000,272.0
-17.982430000,133.711340000,271.2
-17.983690000,133.711160000,268.1
-17.985850000,133.711000000,270.8
-18.020220000,133.711010000,276.6
-18.028380000,133.711060000,279.9
-18.030180000,133.711250000,281.3
-18.046790000,133.713610000,279.0
-18.134590000,133.726160000,288.4
-18.136500000,133.726240000,286.0
-18.138370000,133.726130000,287.5
-18.158080000,133.723270000,286.3
-18.160450000,133.723030000,291.7
-18.162430000,133.722930000,292.3
-18.166510000,133.722950000,293.3
-18.168240000,133.723060000,296.1
-18.180680000,133.724300000,289.8
-18.182800000,133.724550000,285.9
-18.184860000,133.724910000,287.1
-18.200870000,133.728110000,300.5
-18.203540000,133.728700000,297.7
-18.215150000,133.731760000,300.6
-18.217960000,133.732550000,297.0
-18.219070000,133.732960000,300.2
-18.220790000,133.733760000,298.6
-18.222660000,133.734840000,299.5
-18.224210000,133.735910000,299.8
-18.225530000,133.736990000,298.0
-18.226330000,133.737750000,297.8
-18.227760000,133.739250000,297.1
-18.241920000,133.754750000,299.9
-18.242990000,133.755770000,296.6
-18.244140000,133.756660000,292.0
-18.244790000,133.757070000,289.9
-18.245400000,133.757420000,286.9
-18.314530000,133.792290000,263.9
-18.320310000,133.796080000,261.4
-18.344580000,133.812370000,266.6
-18.356810000,133.820520000,275.3
-18.357640000,133.821240000,275.4
-18.358020000,133.821680000,278.2
-18.358600000,133.822560000,277.3
-18.361140000,133.828530000,276.8
-18.361500000,133.829220000,275.8
-18.361840000,133.829740000,278.0
-18.362580000,133.830560000,282.2
-18.367380000,133.834440000,305.2
-18.367920000,133.834800000,306.4
-18.369200000,133.835360000,310.9
-18.395770000,133.844130000,315.0
-18.414800000,133.850490000,314.9
-18.421160000,133.852510000,321.4
-18.423880000,133.853260000,327.1
-18.424900000,133.853510000,327.5
-18.426600000,133.853670000,330.5
-18.431900000,133.853980000,321.8
-18.446470000,133.854700000,323.8
-18.447330000,133.854780000,324.4
-18.448220000,133.855000000,320.7
-18.448660000,133.855150000,321.7
-18.449490000,133.855540000,322.1
-18.451730000,133.856830000,320.1
-18.452380000,133.857320000,324.2
-18.452760000,133.857670000,323.8
-18.453290000,133.858280000,323.0
-18.454230000,133.859900000,313.0
-18.454690000,133.860590000,307.4
-18.455180000,133.861150000,304.2
-18.455950000,133.861790000,302.6
-18.460390000,133.864590000,298.4
-18.464310000,133.866840000,298.9
-18.465290000,133.867350000,299.4
-18.466530000,133.867780000,301.9
-18.467710000,133.867980000,303.3
-18.469040000,133.868000000,303.2
-18.476090000,133.867530000,305.6
-18.476950000,133.867510000,305.0
-18.477810000,133.867590000,305.0
-18.480530000,133.868210000,311.3
-18.481320000,133.868340000,310.8
-18.482690000,133.868380000,314.1
-18.485140000,133.868210000,326.4
-18.486560000,133.868330000,327.8
-18.487360000,133.868520000,328.6
-18.488600000,133.868990000,331.8
-18.489320000,133.869390000,329.7
-18.491440000,133.870710000,326.8
-18.492410000,133.871120000,325.6
-18.493240000,133.871360000,323.0
-18.497260000,133.872220000,322.9
-18.498820000,133.872630000,321.7
-18.501290000,133.873530000,321.3
-18.503070000,133.874350000,318.2
-18.504660000,133.875210000,320.3
-18.505990000,133.876050000,316.3
-18.507930000,133.877530000,310.8
-18.509180000,133.878580000,312.4
-18.518820000,133.887200000,295.9
-18.520740000,133.888690000,293.9
-18.522090000,133.889600000,293.7
-18.523600000,133.890450000,294.6
-18.538860000,133.898260000,308.4
-18.554810000,133.907130000,320.1
-18.558940000,133.909070000,317.8
-18.560510000,133.909870000,310.2
-18.561630000,133.910520000,305.0
-18.563540000,133.911720000,300.0
-18.565290000,133.913000000,297.3
-18.573000000,133.919310000,307.6
-18.573960000,133.919970000,307.7
-18.574460000,133.920260000,310.1
-18.575570000,133.920830000,309.6
-18.608630000,133.935380000,295.3
-18.610240000,133.936160000,292.7
-18.625060000,133.943970000,306.7
-18.691850000,133.977090000,309.0
-18.697610000,133.980010000,310.1
-18.727290000,133.995350000,319.8
-18.745170000,134.003840000,306.9
-18.746220000,134.004420000,306.6
-18.747440000,134.005270000,307.5
-18.748170000,134.005870000,305.7
-18.749470000,134.007170000,305.4
-18.750020000,134.007840000,305.0
-18.751270000,134.009550000,305.9
-18.755490000,134.015490000,306.6
-18.756240000,134.016470000,308.8
-18.757210000,134.017510000,309.0
-18.758410000,134.018550000,306.4
-18.759050000,134.019000000,304.8
-18.760110000,134.019650000,305.8
-18.760770000,134.019990000,307.8
-18.774020000,134.025840000,305.0
-18.776400000,134.026870000,309.6
-18.777240000,134.027180000,309.1
-18.778920000,134.027710000,305.2
-18.791390000,134.030800000,300.6
-18.792710000,134.031260000,298.5
-18.793960000,134.031880000,300.3
-18.822110000,134.047280000,300.3
-18.835920000,134.054760000,308.9
-18.877700000,134.077260000,297.4
-18.880380000,134.078720000,292.0
-18.883340000,134.080430000,291.0
-18.887000000,134.082790000,286.7
-18.889780000,134.084770000,290.2
-18.893210000,134.087410000,289.9
-18.894540000,134.088490000,291.1
-18.897310000,134.090940000,295.2
-18.899920000,134.093420000,291.9
-18.902830000,134.096410000,294.3
-18.903320000,134.096970000,292.4
-18.904170000,134.098240000,290.6
-18.904820000,134.099650000,295.1
-18.907200000,134.108730000,317.4
-18.907870000,134.110420000,323.0
-18.908560000,134.111600000,327.2
-18.909110000,134.112330000,328.3
-18.909750000,134.113040000,329.7
-18.910470000,134.113670000,331.2
-18.911600000,134.114460000,333.3
-18.912440000,134.114890000,335.4
-18.913270000,134.115230000,337.8
-18.914520000,134.115570000,336.4
-18.920830000,134.116450000,340.0
-18.922230000,134.116740000,341.4
-18.923640000,134.117110000,343.3
-18.928180000,134.118650000,345.5
-18.929520000,134.119040000,347.3
-18.930870000,134.119360000,346.5
-18.937300000,134.120370000,351.7
-18.938670000,134.120640000,352.7
-18.940850000,134.121300000,354.4
-18.943460000,134.122300000,351.5
-18.944640000,134.122910000,352.2
-18.945740000,134.123700000,349.9
-18.946700000,134.124650000,346.6
-18.948790000,134.127110000,345.7
-18.949820000,134.128050000,344.2
-18.950980000,134.128840000,341.4
-18.952260000,134.129500000,342.2
-18.971010000,134.138190000,314.0
-18.971850000,134.138660000,313.3
-18.973420000,134.139720000,310.9
-18.975250000,134.141200000,307.6
-18.976010000,134.141710000,307.1
-18.976820000,134.142140000,306.2
-18.977670000,134.142490000,303.0
-18.978530000,134.142730000,302.2
-18.979420000,134.142900000,299.4
-18.980310000,134.142970000,299.7
-18.981180000,134.142930000,300.6
-18.994100000,134.140930000,300.1
-18.995480000,134.140550000,299.7
-18.996790000,134.140080000,302.3
-19.004960000,134.136560000,301.1
-19.005840000,134.136300000,300.4
-19.006730000,134.136140000,300.3
-19.007610000,134.136080000,296.7
-19.008910000,134.136150000,296.2
-19.013910000,134.136900000,296.0
-19.015250000,134.137140000,295.4
-19.016090000,134.137350000,295.7
-19.016920000,134.137610000,296.8
-19.018780000,134.138460000,296.4
-19.036070000,134.148090000,304.7
-19.045730000,134.153040000,306.3
-19.046770000,134.153510000,311.0
-19.051900000,134.155400000,307.2
-19.070570000,134.164200000,316.2
-19.071690000,134.164910000,319.1
-19.072850000,134.165970000,319.1
-19.073410000,134.166610000,321.8
-19.074510000,134.168160000,324.8
-19.075710000,134.169390000,331.7
-19.076370000,134.169910000,333.9
-19.076990000,134.170300000,335.6
-19.077680000,134.170660000,334.4
-19.078500000,134.171010000,337.4
-19.081270000,134.171820000,337.0
-19.082750000,134.172200000,333.8
-19.083820000,134.172610000,331.9
-19.085140000,134.173290000,329.6
-19.086220000,134.173780000,332.0
-19.087920000,134.174450000,331.1
-19.089700000,134.175030000,325.6
-19.091330000,134.175400000,322.5
-19.093320000,134.175750000,328.1
-19.095410000,134.175940000,319.6
-19.097000000,134.175980000,318.9
-19.098420000,134.175930000,318.1
-19.100050000,134.175780000,319.0
-19.101820000,134.175510000,324.3
-19.103810000,134.174990000,319.9
-19.108400000,134.173610000,315.0
-19.113150000,134.172030000,307.3
-19.119960000,134.169650000,303.7
-19.121760000,134.169100000,305.6
-19.122910000,134.168790000,304.6
-19.124750000,134.168410000,302.5
-19.126630000,134.168100000,299.8
-19.129170000,134.167880000,300.5
-19.178010000,134.166090000,320.9
-19.206400000,134.169170000,310.3
-19.206930000,134.169260000,310.4
-19.208380000,134.169600000,314.8
-19.253050000,134.182120000,324.0
-19.253770000,134.182260000,321.9
-19.299160000,134.185390000,300.0
-19.300680000,134.185540000,299.8
-19.324340000,134.189000000,300.6
-19.331600000,134.190080000,301.8
-19.338660000,134.191210000,300.2
-19.379940000,134.197980000,317.9
-19.431770000,134.206680000,327.1
-19.437520000,134.207600000,329.9
-19.440190000,134.208100000,328.4
-19.471420000,134.213270000,336.4
-19.515950000,134.220270000,353.9
-19.550560000,134.226250000,344.8
-19.551620000,134.226350000,343.8
-19.552610000,134.226370000,343.4
-19.553720000,134.226300000,342.6
-19.554830000,134.226110000,342.1
-19.555970000,134.225800000,341.2
-19.556990000,134.225420000,341.5
-19.558280000,134.224770000,340.6
-19.559370000,134.224060000,340.4
-19.560130000,134.223460000,340.1
-19.561360000,134.222240000,339.8
-19.564120000,134.218890000,343.0
-19.564940000,134.217980000,342.8
-19.565630000,134.217340000,344.0
-19.570740000,134.212870000,347.8
-19.571580000,134.212030000,349.9
-19.572290000,134.211240000,352.2
-19.573320000,134.209880000,354.0
-19.573840000,134.209040000,354.9
-19.574390000,134.208050000,354.0
-19.575660000,134.205500000,356.0
-19.576340000,134.204360000,356.9
-19.577430000,134.202860000,355.5
-19.578390000,134.201800000,357.5
-19.579550000,134.200700000,355.9
-19.580770000,134.199750000,359.4
-19.581450000,134.199300000,359.4
-19.582850000,134.198510000,360.2
-19.584630000,134.197770000,361.7
-19.586230000,134.197300000,361.1
-19.588180000,134.196970000,363.6
-19.589840000,134.196890000,365.7
-19.592860000,134.197070000,368.3
-19.595320000,134.197050000,366.6
-19.604300000,134.196090000,373.6
-19.606810000,134.195680000,380.4
-19.608500000,134.195320000,396.2
-19.613790000,134.193930000,381.1
-19.616410000,134.193300000,383.8
-19.618690000,134.192910000,388.1
-19.620320000,134.192700000,385.4
-19.621660000,134.192560000,383.0
-19.624020000,134.192440000,379.4
-19.630160000,134.192490000,372.0
-19.633630000,134.192380000,368.9
-19.636290000,134.192140000,368.2
-19.638330000,134.191880000,369.5
-19.638950000,134.191920000,369.2
-19.644930000,134.191340000,367.0
-19.658060000,134.187150000,360.1
-19.658180000,134.187040000,360.1
-19.661540000,134.186070000,358.0
-19.667300000,134.184260000,355.5
-19.688760000,134.177340000,349.7
-19.690430000,134.176870000,347.9
-19.691380000,134.176770000,348.5
-19.692200000,134.176750000,348.9
-19.693580000,134.176930000,347.9
-19.694890000,134.177280000,348.1
-19.728300000,134.190930000,346.4
-19.729440000,134.191310000,346.4
-19.730940000,134.191580000,344.3
-19.749170000,134.193330000,337.0
-19.752030000,134.193380000,336.1
-19.755070000,134.193620000,332.8
-19.871780000,134.204790000,336.8
-19.963550000,134.213670000,347.6
-19.966150000,134.213960000,348.3
-19.968530000,134.214810000,347.4
-19.969640000,134.214990000,347.9
-20.011980000,134.219070000,357.0
-20.013360000,134.219120000,356.0
-20.014110000,134.219030000,356.9
-20.015500000,134.218620000,356.3
-20.038330000,134.207480000,363.0
-20.039220000,134.207080000,364.5
-20.041020000,134.206390000,364.6
-20.042750000,134.205880000,366.4
-20.044760000,134.205430000,366.7
-20.045850000,134.205250000,364.9
-20.048430000,134.205030000,367.1
-20.050860000,134.205060000,367.0
-20.052080000,134.205160000,367.1
-20.054130000,134.205470000,366.4
-20.055290000,134.205710000,366.7
-20.056870000,134.206130000,366.9
-20.105890000,134.220270000,379.1
-20.107230000,134.220600000,380.1
-20.108690000,134.220800000,379.4
-20.226860000,134.221480000,367.9
-20.233470000,134.222280000,366.3
-20.242600000,134.223650000,365.2
-20.284490000,134.228880000,355.1
-20.286590000,134.229110000,355.0
-20.294950000,134.229750000,354.3
-20.320440000,134.232830000,355.1
-20.324810000,134.233410000,355.6
-20.329110000,134.234080000,356.9
-20.342530000,134.235720000,356.2
-20.345820000,134.236150000,356.4
-20.349130000,134.236650000,357.9
-20.426970000,134.246170000,362.8
-20.429920000,134.246570000,362.2
-20.438330000,134.247830000,361.8
-20.443360000,134.248540000,362.5
-20.478320000,134.252760000,375.3
-20.479980000,134.252870000,376.0
-20.481500000,134.252900000,375.5
-20.484460000,134.252760000,378.0
-20.487300000,134.252380000,377.2
-20.492610000,134.251230000,379.0
-20.493540000,134.251140000,379.1
-20.494380000,134.251130000,380.3
-20.495130000,134.251210000,380.0
-20.495900000,134.251360000,379.8
-20.496960000,134.251680000,380.7
-20.498200000,134.252260000,381.5
-20.499010000,134.252780000,381.2
-20.500180000,134.253780000,383.1
-20.505240000,134.258540000,384.8
-20.508080000,134.261130000,386.6
-20.509630000,134.262410000,387.5
-20.514890000,134.266270000,388.9
-20.528720000,134.273970000,399.6
-20.529620000,134.274340000,399.6
-20.530590000,134.274610000,399.1
-20.531220000,134.274730000,399.2
-20.532010000,134.274790000,399.2
-20.533050000,134.274780000,397.4
-20.533730000,134.274700000,395.7
-20.534630000,134.274510000,394.9
-20.537340000,134.273640000,397.6
-20.538720000,134.273360000,398.6
-20.539400000,134.273300000,397.3
-20.540150000,134.273310000,398.6
-20.542690000,134.273590000,404.6
-20.543920000,134.273550000,401.9
-20.544560000,134.273440000,401.2
-20.545260000,134.273280000,402.0
-20.546240000,134.272940000,401.3
-20.546740000,134.272720000,401.2
-20.547860000,134.272050000,404.7
-20.548450000,134.271610000,405.4
-20.549320000,134.270800000,407.2
-20.549960000,134.270040000,408.9
-20.550670000,134.268940000,410.6
-20.551590000,134.266940000,414.4
-20.553510000,134.262350000,411.9
-20.554130000,134.261170000,411.1
-20.554550000,134.260510000,411.1
-20.555290000,134.259630000,411.6
-20.555830000,134.259080000,411.0
-20.556590000,134.258460000,408.1
-20.557230000,134.258030000,407.6
-20.558140000,134.257540000,405.5
-20.559270000,134.257100000,404.1
-20.560090000,134.256890000,404.9
-20.561350000,134.256710000,403.1
-20.561900000,134.256700000,402.3
-20.563000000,134.256760000,401.4
-20.568600000,134.257600000,399.2
-20.569770000,134.257590000,397.5
-20.570820000,134.257450000,395.2
-20.571710000,134.257220000,397.1
-20.572770000,134.256800000,398.9
-20.573960000,134.256110000,399.3
-20.574670000,134.255590000,400.7
-20.580710000,134.249520000,393.0
-20.581740000,134.248660000,391.8
-20.582970000,134.247910000,390.2
-20.590780000,134.244380000,384.3
-20.591860000,134.243710000,387.5
-20.592500000,134.243180000,388.9
-20.593150000,134.242550000,387.6
-20.606610000,134.227270000,373.1
-20.607680000,134.226140000,372.5
-20.608620000,134.225240000,372.0
-20.609870000,134.224170000,372.7
-20.612020000,134.222590000,371.5
-20.613830000,134.221510000,372.7
-20.614980000,134.220920000,372.1
-20.617010000,134.220040000,371.0
-20.618710000,134.219440000,367.5
-20.619880000,134.219100000,367.8
-20.621450000,134.218750000,365.9
-20.624170000,134.218380000,365.9
-20.625820000,134.218300000,367.9
-20.627240000,134.218310000,367.3
-20.628750000,134.218420000,364.6
-20.630990000,134.218740000,364.9
-20.632210000,134.218990000,365.1
-20.633760000,134.219410000,363.1
-20.660790000,134.227460000,360.0
-20.663530000,134.228170000,361.4
-20.743060000,134.244040000,359.4
-20.745820000,134.244490000,362.0
-20.747340000,134.244650000,360.2
-20.750150000,134.244800000,360.2
-20.752660000,134.244790000,361.8
-20.755530000,134.244590000,361.8
-20.757960000,134.244270000,358.1
-20.759740000,134.243940000,360.1
-20.788950000,134.237480000,360.3
-20.789990000,134.237280000,362.2
-20.792670000,134.237030000,358.7
-20.793960000,134.237000000,358.1
-20.796130000,134.237090000,360.9
-20.817970000,134.239470000,360.7
-20.833070000,134.241060000,363.4
-20.834180000,134.241120000,362.0
-20.837020000,134.241160000,364.1
-20.840050000,134.241020000,364.5
-20.842670000,134.240730000,364.6
-20.845220000,134.240330000,364.2
-20.846950000,134.239960000,365.6
-20.849110000,134.239420000,366.9
-20.937160000,134.214720000,378.8
-21.021460000,134.190900000,394.1
-21.212730000,134.136610000,426.7
-21.213710000,134.136230000,426.5
-21.214710000,134.135700000,427.7
-21.230720000,134.126930000,429.1
-21.231850000,134.126390000,430.5
-21.233040000,134.125900000,430.0
-21.235020000,134.125170000,431.5
-21.237190000,134.124140000,430.6
-21.238330000,134.123480000,430.2
-21.239140000,134.122930000,431.0
-21.240010000,134.122280000,431.5
-21.241140000,134.121330000,431.2
-21.243000000,134.119410000,429.5
-21.248180000,134.113640000,431.2
-21.302650000,134.051000000,444.3
-21.306000000,134.047370000,445.1
-21.307420000,134.045920000,445.9
-21.324870000,134.029020000,449.0
-21.358980000,133.995780000,454.9
-21.409700000,133.946040000,490.3
-21.410900000,133.944960000,490.9
-21.412620000,133.943670000,494.2
-21.414270000,133.942680000,491.7
-21.415130000,133.942300000,489.2
-21.455920000,133.926010000,499.8
-21.492590000,133.911490000,498.9
-21.496380000,133.909950000,499.6
-21.497840000,133.909280000,500.7
-21.498940000,133.908740000,500.9
-21.501130000,133.907550000,502.9
-21.511440000,133.901490000,505.7
-21.512790000,133.900620000,506.8
-21.514460000,133.899360000,506.9
-21.523350000,133.891610000,511.0
-21.524180000,133.891060000,510.3
-21.524690000,133.890770000,511.2
-21.525220000,133.890550000,511.7
-21.529120000,133.889060000,511.7
-21.529950000,133.888680000,512.9
-21.530540000,133.888340000,513.0
-21.531370000,133.887780000,511.5
-21.532180000,133.887090000,512.5
-21.532610000,133.886660000,513.1
-21.533320000,133.885810000,513.9
-21.534070000,133.884660000,512.8
-21.534530000,133.883740000,513.4
-21.535000000,133.882530000,512.1
-21.535330000,133.881220000,513.9
-21.537830000,133.864780000,524.6
-21.538150000,133.862780000,524.2
-21.538490000,133.861060000,524.0
-21.539340000,133.857990000,527.9
-21.542530000,133.850070000,534.9
-21.543130000,133.848940000,536.6
-21.543760000,133.847940000,536.5
-21.544960000,133.846390000,537.6
-21.546220000,133.845170000,538.2
-21.551490000,133.840740000,538.6
-21.552090000,133.840150000,538.3
-21.553050000,133.839020000,538.4
-21.573710000,133.810260000,529.8
-21.574550000,133.808980000,529.4
-21.577300000,133.802670000,527.3
-21.577800000,133.801060000,524.7
-21.578510000,133.797890000,523.6
-21.579030000,133.796240000,522.3
-21.586580000,133.777650000,512.2
-21.587420000,133.775830000,510.1
-21.588010000,133.774820000,511.7
-21.589030000,133.773410000,512.0
-21.590110000,133.772230000,508.4
-21.601020000,133.762210000,510.1
-21.621750000,133.743020000,507.6
-21.623140000,133.741840000,508.7
-21.624770000,133.740770000,511.0
-21.625620000,133.740380000,513.0
-21.632600000,133.737670000,511.3
-21.633420000,133.737390000,510.8
-21.634340000,133.737210000,515.4
-21.635540000,133.737190000,519.7
-21.636530000,133.737340000,523.1
-21.637210000,133.737540000,525.8
-21.638210000,133.737980000,530.7
-21.639290000,133.738740000,530.4
-21.640110000,133.739410000,523.2
-21.641220000,133.740080000,517.0
-21.649710000,133.743190000,504.1
-21.665740000,133.748100000,499.4
-21.680000000,133.752630000,493.2
-21.681090000,133.752880000,492.1
-21.681830000,133.753020000,492.8
-21.694070000,133.754260000,492.2
-21.706170000,133.755480000,493.5
-21.708100000,133.755620000,493.3
-21.708990000,133.755590000,494.1
-21.710790000,133.755350000,495.3
-21.711670000,133.755140000,494.8
-21.712440000,133.754890000,496.1
-21.713530000,133.754460000,494.8
-21.714610000,133.753920000,493.1
-21.715680000,133.753250000,491.5
-21.717100000,133.752140000,492.1
-21.724260000,133.745240000,489.6
-21.725110000,133.744280000,488.0
-21.725800000,133.743330000,487.1
-21.726540000,133.742150000,486.5
-21.731450000,133.733390000,482.1
-21.734230000,133.728300000,481.0
-21.754920000,133.691000000,478.2
-21.755700000,133.689840000,477.8
-21.756240000,133.689120000,479.4
-21.757360000,133.687830000,478.6
-21.758540000,133.686750000,480.5
-21.759610000,133.685880000,480.4
-21.760590000,133.685230000,479.5
-21.761570000,133.684650000,481.0
-21.763480000,133.683780000,481.6
-21.806380000,133.668940000,484.6
-21.807500000,133.668470000,485.2
-21.809230000,133.667530000,485.0
-21.810110000,133.666950000,486.1
-21.811950000,133.665490000,484.9
-21.855280000,133.624620000,492.9
-21.877350000,133.603770000,498.9
-21.878180000,133.602930000,499.0
-21.879590000,133.601340000,500.3
-21.964690000,133.491610000,518.4
-21.965450000,133.490770000,519.0
-21.971080000,133.485580000,520.5
-21.971880000,133.484930000,519.8
-21.973160000,133.484100000,519.3
-22.005380000,133.465870000,528.5
-22.006180000,133.465450000,528.1
-22.006780000,133.465190000,527.4
-22.008240000,133.464710000,529.3
-22.017190000,133.462550000,528.0
-22.045130000,133.456000000,540.9
-22.046250000,133.455640000,540.7
-22.047260000,133.455240000,540.0
-22.048280000,133.454770000,540.8
-22.050380000,133.453510000,539.5
-22.090480000,133.426400000,542.9
-22.091480000,133.425760000,544.8
-22.093130000,133.424820000,543.6
-22.094440000,133.424220000,544.4
-22.096020000,133.423590000,545.5
-22.097910000,133.422960000,545.0
-22.100080000,133.422440000,545.0
-22.130050000,133.416060000,552.2
-22.130960000,133.415940000,550.6
-22.131800000,133.415970000,551.4
-22.132720000,133.416170000,551.4
-22.133480000,133.416470000,551.6
-22.134280000,133.416940000,551.2
-22.134890000,133.417440000,551.1
-22.136860000,133.419640000,553.1
-22.142660000,133.426410000,553.9
-22.144030000,133.427750000,554.9
-22.145590000,133.429030000,554.0
-22.147300000,133.430130000,556.6
-22.148410000,133.430710000,554.3
-22.149550000,133.431200000,555.6
-22.150620000,133.431570000,556.4
-22.152080000,133.431950000,555.3
-22.153620000,133.432210000,557.9
-22.154740000,133.432300000,557.8
-22.156140000,133.432350000,557.9
-22.212240000,133.427120000,570.1
-22.241090000,133.424980000,576.4
-22.247120000,133.424440000,576.1
-22.268520000,133.422840000,581.3
-22.271870000,133.422550000,579.5
-22.272960000,133.422340000,581.7
-22.273990000,133.422060000,583.3
-22.275600000,133.421520000,582.8
-22.311020000,133.407530000,589.4
