Latitude,Longitude,Altitude (m)
-28.746510000,134.494590000,256.4
-28.762580000,134.508630000,231.7
-28.764590000,134.510320000,235.3
-28.766740000,134.512030000,235.1
-28.768850000,134.513630000,237.4
-28.771980000,134.515880000,236.0
-28.775480000,134.518240000,241.4
-28.776500000,134.518880000,240.9
-28.781360000,134.521750000,238.6
-28.794800000,134.529150000,232.5
-28.796350000,134.530220000,230.6
-28.797390000,134.531090000,231.8
-28.799170000,134.532890000,233.5
-28.800810000,134.535150000,234.4
-28.801730000,134.536740000,232.2
-28.802480000,134.538360000,235.0
-28.802850000,134.539290000,232.7
-28.805180000,134.545860000,232.3
-28.805710000,134.547070000,232.0
-28.806500000,134.548590000,230.2
-28.806970000,134.549360000,232.0
-28.807700000,134.550410000,231.9
-28.808850000,134.551850000,232.1
-28.809510000,134.552570000,232.4
-28.810710000,134.553690000,232.4
-28.812030000,134.554710000,231.7
-28.812780000,134.555220000,230.3
-28.821700000,134.560670000,230.7
-28.826770000,134.564100000,236.7
-28.829820000,134.566360000,239.3
-28.831860000,134.567940000,244.4
-28.836770000,134.572100000,250.8
-28.839410000,134.574510000,255.7
-28.841090000,134.576200000,254.2
-28.842610000,134.577930000,251.1
-28.843820000,134.579480000,248.5
-28.845200000,134.581550000,247.7
-28.845900000,134.582730000,248.3
-28.846740000,134.584330000,249.7
-28.847350000,134.585590000,249.1
-28.849370000,134.590570000,250.0
-28.850680000,134.593490000,246.5
-28.852090000,134.596090000,241.8
-28.853540000,134.598400000,236.6
-28.855370000,134.600880000,229.5
-28.856500000,134.602230000,228.1
-28.867210000,134.614150000,214.4
-28.868250000,134.615210000,213.9
-28.870230000,134.617070000,211.8
-28.872320000,134.618800000,212.7
-28.873790000,134.619930000,211.8
-28.875600000,134.621160000,208.6
-28.876700000,134.621850000,210.0
-28.881180000,134.624470000,209.5
-28.883680000,134.626060000,208.6
-28.885260000,134.627140000,209.8
-28.887210000,134.628510000,214.8
-28.889700000,134.630390000,217.5
-28.893480000,134.633490000,226.0
-28.896770000,134.636480000,231.3
-28.900210000,134.639890000,231.2
-28.902900000,134.642810000,231.7
-28.910230000,134.651340000,231.1
-28.911540000,134.652700000,232.1
-28.912850000,134.653900000,231.4
-28.914490000,134.655260000,231.1
-28.916480000,134.656720000,230.1
-28.917780000,134.657550000,229.0
-28.919210000,134.658390000,230.1
-28.933880000,134.665970000,225.5
-28.937290000,134.667880000,225.7
-28.940130000,134.669650000,223.8
-28.942850000,134.671500000,222.6
-28.944880000,134.672990000,223.7
-28.950610000,134.677420000,218.7
-28.952070000,134.678420000,220.1
-28.954580000,134.679910000,224.1
-28.957010000,134.681090000,222.5
-28.958750000,134.681800000,218.3
-28.961150000,134.682590000,211.7
-28.963190000,134.683110000,210.0
-28.965210000,134.683480000,207.7
-28.966670000,134.683670000,209.0
-28.968390000,134.683790000,213.4
-28.976340000,134.684110000,219.6
-28.978240000,134.684240000,220.0
-28.980630000,134.684470000,220.6
-28.982960000,134.684780000,221.8
-28.985500000,134.685200000,222.5
-28.986700000,134.685440000,220.5
-28.988330000,134.685860000,222.0
-28.989730000,134.686300000,220.6
-28.991980000,134.687190000,222.2
-28.993280000,134.687810000,222.0
-28.994980000,134.688740000,223.5
-28.997120000,134.690120000,226.2
-28.998170000,134.690910000,225.5
-28.999350000,134.691930000,225.6
-29.000590000,134.693210000,225.9
-29.001670000,134.694530000,227.0
-29.002600000,134.695880000,225.9
-29.003460000,134.697400000,224.0
-29.004000000,134.698510000,222.9
-29.004320000,134.699260000,223.7
-29.004920000,134.700940000,224.1
-29.006620000,134.707030000,227.9
-29.007220000,134.708880000,227.3
-29.007540000,134.709690000,227.5
-29.008150000,134.711010000,227.8
-29.009270000,134.712970000,227.2
-29.009880000,134.713850000,227.8
-29.010890000,134.715140000,229.3
-29.011730000,134.716060000,228.5
-29.012570000,134.716870000,227.5
-29.013940000,134.717990000,229.0
-29.018500000,134.721300000,228.9
-29.019100000,134.721840000,228.3
-29.020110000,134.722870000,228.1
-29.021240000,134.724310000,229.2
-29.022090000,134.725660000,228.6
-29.022860000,134.727170000,227.0
-29.023310000,134.728310000,226.9
-29.023590000,134.729130000,227.0
-29.023950000,134.730460000,227.8
-29.024260000,134.732240000,228.2
-29.024380000,134.733980000,227.0
-29.024370000,134.735590000,229.3
-29.024250000,134.736840000,229.2
-29.024060000,134.738020000,229.2
-29.023310000,134.741210000,221.0
-29.022930000,134.743350000,221.0
-29.022770000,134.745520000,222.0
-29.022760000,134.746810000,219.1
-29.022820000,134.748040000,217.5
-29.022980000,134.749500000,218.6
-29.023820000,134.755180000,220.3
-29.024100000,134.757750000,219.8
-29.024280000,134.760840000,224.8
-29.024420000,134.766510000,224.9
-29.024520000,134.767890000,224.2
-29.024760000,134.769710000,224.1
-29.025160000,134.771720000,222.1
-29.025640000,134.773510000,222.8
-29.026340000,134.775520000,221.9
-29.027260000,134.777620000,223.8
-29.028110000,134.779210000,226.0
-29.028580000,134.780000000,226.7
-29.029430000,134.781270000,226.5
-29.030430000,134.782570000,224.0
-29.055770000,134.811430000,208.6
-29.057690000,134.813790000,206.9
-29.060130000,134.817070000,205.2
-29.062270000,134.820210000,204.5
-29.063490000,134.822160000,206.1
-29.065270000,134.825260000,204.9
-29.066280000,134.827170000,203.5
-29.067900000,134.830470000,200.6
-29.069240000,134.833520000,200.2
-29.070060000,134.835560000,201.7
-29.071370000,134.839150000,207.6
-29.073410000,134.845710000,211.0
-29.074070000,134.847710000,211.2
-29.075200000,134.850610000,210.5
-29.076530000,134.853520000,207.1
-29.077240000,134.854900000,204.5
-29.078570000,134.857280000,205.0
-29.082770000,134.863960000,207.8
-29.085690000,134.868940000,209.9
-29.088640000,134.874430000,209.2
-29.096000000,134.888590000,210.2
-29.096790000,134.889880000,211.8
-29.097680000,134.891130000,214.1
-29.098710000,134.892340000,212.3
-29.099320000,134.892980000,212.7
-29.100460000,134.894030000,214.3
-29.101930000,134.895140000,215.9
-29.103480000,134.896090000,215.0
-29.111340000,134.899790000,218.0
-29.114430000,134.901310000,220.1
-29.117190000,134.902870000,221.4
-29.122310000,134.906040000,228.2
-29.124620000,134.907330000,224.4
-29.128020000,134.909000000,221.6
-29.138230000,134.913560000,210.5
-29.139690000,134.914290000,210.7
-29.141870000,134.915570000,210.6
-29.144360000,134.917320000,210.7
-29.145440000,134.918190000,210.7
-29.147080000,134.919630000,209.2
-29.148090000,134.920590000,207.1
-29.154820000,134.927580000,211.3
-29.156460000,134.929100000,211.3
-29.157460000,134.929950000,210.9
-29.158570000,134.930810000,213.9
-29.159950000,134.931800000,218.1
-29.161800000,134.932970000,220.0
-29.163900000,134.934110000,223.0
-29.164970000,134.934620000,222.6
-29.166820000,134.935400000,222.9
-29.169900000,134.936430000,220.1
-29.173820000,134.937330000,224.3
-29.175550000,134.937830000,224.2
-29.176650000,134.938210000,222.9
-29.178190000,134.938870000,221.3
-29.179180000,134.939350000,221.0
-29.180760000,134.940240000,220.9
-29.181950000,134.941010000,222.9
-29.182880000,134.941680000,224.0
-29.183830000,134.942430000,225.1
-29.185510000,134.943930000,226.6
-29.187130000,134.945640000,225.4
-29.189040000,134.947940000,221.3
-29.189870000,134.948840000,218.3
-29.191790000,134.950680000,215.0
-29.193970000,134.952400000,215.2
-29.195020000,134.953100000,212.3
-29.196210000,134.953810000,211.1
-29.197770000,134.954630000,210.1
-29.198790000,134.955090000,210.5
-29.200390000,134.955710000,209.8
-29.202420000,134.956310000,208.6
-29.203560000,134.956560000,209.4
-29.205200000,134.956830000,209.1
-29.207530000,134.957020000,209.4
-29.231520000,134.958190000,212.7
-29.235860000,134.958620000,220.0
-29.237930000,134.958900000,223.0
-29.241410000,134.959500000,221.9
-29.295350000,134.971290000,202.2
-29.302710000,134.972720000,196.9
-29.309260000,134.974130000,192.7
-29.320030000,134.976610000,196.0
-29.323630000,134.977600000,199.4
-29.327350000,134.978830000,203.3
-29.331890000,134.980610000,202.3
-29.337090000,134.982810000,203.0
-29.337970000,134.983120000,202.1
-29.341600000,134.984280000,204.3
-29.345760000,134.985370000,205.5
-29.349720000,134.986180000,206.1
-29.353570000,134.986780000,209.9
-29.356420000,134.987080000,208.9
-29.358830000,134.987260000,207.3
-29.364460000,134.987420000,203.7
-29.365720000,134.987520000,202.0
-29.368130000,134.987850000,202.0
-29.371010000,134.988490000,205.2
-29.371850000,134.988720000,205.6
-29.374020000,134.989460000,207.1
-29.376130000,134.990340000,210.1
-29.377150000,134.990830000,211.1
-29.378890000,134.991760000,207.7
-29.380170000,134.992550000,208.3
-29.383200000,134.994550000,206.5
-29.385600000,134.996050000,206.5
-29.387550000,134.997220000,205.1
-29.390300000,134.998760000,206.8
-29.393070000,135.000210000,206.3
-29.395480000,135.001380000,201.8
-29.399200000,135.003020000,198.1
-29.403300000,135.004650000,194.0
-29.427520000,135.013420000,206.2
-29.430540000,135.014390000,205.5
-29.434020000,135.015320000,204.0
-29.436890000,135.015940000,202.9
-29.440430000,135.016500000,203.1
-29.443910000,135.016850000,197.2
-29.446080000,135.016980000,195.0
-29.447800000,135.017020000,194.1
-29.451370000,135.016970000,196.1
-29.453970000,135.016810000,198.2
-29.457780000,135.016370000,194.5
-29.461260000,135.015830000,196.5
-29.463250000,135.015640000,194.7
-29.465580000,135.015590000,195.3
-29.466710000,135.015630000,195.3
-29.468310000,135.015740000,197.1
-29.469630000,135.015900000,197.5
-29.470830000,135.016100000,197.6
-29.472840000,135.016530000,194.8
-29.474950000,135.017140000,194.3
-29.477560000,135.018110000,196.1
-29.480740000,135.019620000,193.6
-29.509170000,135.035760000,184.9
-29.512050000,135.037490000,187.4
-29.512340000,135.037730000,188.3
-29.512980000,135.038450000,188.3
-29.513680000,135.038940000,187.7
-29.514800000,135.039380000,187.7
-29.515940000,135.040180000,186.4
-29.518160000,135.041870000,186.6
-29.520350000,135.043700000,183.4
-29.522780000,135.045880000,183.3
-29.525220000,135.048300000,185.0
-29.527520000,135.050760000,185.9
-29.528430000,135.051810000,187.8
-29.530220000,135.053990000,186.7
-29.532470000,135.056930000,188.9
-29.533840000,135.058580000,188.9
-29.535690000,135.060450000,190.5
-29.536730000,135.061370000,190.9
-29.538190000,135.062480000,192.0
-29.540100000,135.063760000,190.4
-29.540970000,135.064260000,189.9
-29.543000000,135.065260000,188.8
-29.544200000,135.065770000,187.8
-29.546230000,135.066430000,189.0
-29.548340000,135.066910000,189.3
-29.550340000,135.067210000,188.0
-29.558260000,135.067920000,186.9
-29.561090000,135.068270000,189.9
-29.562230000,135.068450000,190.8
-29.565200000,135.069100000,190.8
-29.568090000,135.069890000,190.1
-29.570330000,135.070650000,193.0
-29.571660000,135.071160000,192.4
-29.575180000,135.072700000,192.6
-29.577990000,135.074200000,191.2
-29.580390000,135.075670000,191.6
-29.582840000,135.077330000,191.9
-29.586330000,135.080090000,194.1
-29.588400000,135.081970000,197.3
-29.590350000,135.083910000,196.9
-29.591900000,135.085600000,197.3
-29.593680000,135.087660000,199.3
-29.596490000,135.091510000,201.6
-29.617490000,135.123330000,208.0
-29.618560000,135.124940000,207.4
-29.619500000,135.126180000,208.0
-29.619990000,135.126760000,209.0
-29.621010000,135.127880000,208.6
-29.622760000,135.129490000,209.9
-29.623730000,135.130240000,210.5
-29.624910000,135.131050000,211.7
-29.626380000,135.131900000,211.8
-29.627920000,135.132630000,214.0
-29.629800000,135.133310000,213.0
-29.631030000,135.133650000,213.2
-29.632580000,135.133950000,213.3
-29.633750000,135.134090000,214.5
-29.634940000,135.134150000,215.9
-29.636180000,135.134150000,216.8
-29.638400000,135.133920000,219.8
-29.640800000,135.133470000,226.1
-29.643250000,135.133140000,232.3
-29.646090000,135.133010000,234.3
-29.647880000,135.133060000,236.0
-29.649560000,135.133200000,236.9
-29.651210000,135.133420000,235.8
-29.656030000,135.134330000,237.4
-29.659490000,135.134790000,236.6
-29.663010000,135.135060000,235.1
-29.665180000,135.135120000,237.2
-29.667310000,135.135110000,236.4
-29.669070000,135.135050000,236.9
-29.671730000,135.134860000,237.5
-29.690890000,135.133170000,236.9
-29.693550000,135.132900000,236.7
-29.696840000,135.132380000,235.0
-29.700010000,135.131730000,237.2
-29.701400000,135.131380000,235.8
-29.718430000,135.126560000,229.6
-29.725130000,135.124490000,220.1
-29.730140000,135.122730000,217.6
-29.734140000,135.121230000,218.5
-29.737240000,135.120260000,216.9
-29.740000000,135.119620000,220.5
-29.742430000,135.119170000,214.2
-29.743920000,135.118960000,214.1
-29.745720000,135.118780000,213.1
-29.748250000,135.118630000,212.3
-29.753470000,135.118600000,210.0
-29.758120000,135.118690000,209.3
-29.765270000,135.118930000,208.0
-29.769860000,135.119180000,205.8
-29.773050000,135.119380000,204.5
-29.779940000,135.119950000,200.2
-29.784980000,135.120460000,206.6
-29.790600000,135.121100000,200.5
-29.793190000,135.121330000,197.7
-29.796260000,135.121540000,196.5
-29.799990000,135.121680000,193.0
-29.804330000,135.121700000,190.0
-29.808150000,135.121580000,188.8
-29.811680000,135.121370000,187.3
-29.818310000,135.120720000,184.9
-29.820320000,135.120650000,183.4
-29.822710000,135.120730000,183.1
-29.824310000,135.120890000,182.2
-29.826120000,135.121160000,182.8
-29.828140000,135.121600000,181.1
-29.830840000,135.122400000,179.1
-29.836130000,135.124480000,181.0
-29.837090000,135.124780000,181.9
-29.839140000,135.125210000,181.0
-29.840930000,135.125360000,179.9
-29.842740000,135.125310000,178.1
-29.844140000,135.125120000,180.2
-29.845450000,135.124820000,181.0
-29.847760000,135.124130000,179.3
-29.849430000,135.123710000,180.3
-29.850970000,135.123410000,178.7
-29.852530000,135.123180000,179.4
-29.854770000,135.122990000,177.7
-29.856770000,135.122960000,178.9
-29.858600000,135.123040000,177.6
-29.860140000,135.123190000,177.0
-29.862650000,135.123600000,177.2
-29.864550000,135.124050000,178.5
-29.865600000,135.124360000,177.2
-29.867680000,135.125070000,177.9
-29.868620000,135.125450000,177.3
-29.869680000,135.125910000,176.4
-29.871670000,135.126900000,178.7
-29.873120000,135.127730000,178.0
-29.874490000,135.128600000,177.3
-29.897180000,135.143600000,180.4
-29.903790000,135.147670000,179.1
-29.909870000,135.151100000,178.6
-29.911800000,135.152120000,181.2
-29.915730000,135.154140000,178.0
-29.917720000,135.155110000,178.8
-29.920790000,135.156460000,176.7
-29.922430000,135.157150000,176.0
-29.924480000,135.157920000,177.7
-29.927840000,135.159080000,177.5
-29.930030000,135.159770000,178.0
-29.934170000,135.160880000,178.1
-29.936560000,135.161390000,179.9
-29.939140000,135.161880000,180.9
-29.942170000,135.162320000,180.6
-29.949760000,135.163160000,178.1
-29.953560000,135.163760000,177.3
-29.956150000,135.164260000,176.3
-29.959020000,135.164890000,176.4
-29.963820000,135.166180000,174.7
-29.966850000,135.167120000,173.7
-29.970490000,135.168400000,174.4
-29.975370000,135.170370000,172.6
-29.978600000,135.171850000,173.9
-29.981650000,135.173370000,170.0
-30.011230000,135.189150000,172.0
-30.014220000,135.190670000,173.8
-30.016720000,135.191750000,173.0
-30.019380000,135.192740000,172.8
-30.021800000,135.193480000,175.0
-30.024030000,135.194050000,174.1
-30.027050000,135.194630000,174.4
-30.029510000,135.194970000,173.4
-30.031500000,135.195150000,174.2
-30.033410000,135.195210000,177.5
-30.049020000,135.195260000,179.3
-30.159790000,135.195210000,187.7
-30.162730000,135.195370000,187.0
-30.164540000,135.195570000,186.9
-30.166830000,135.195900000,187.1
-30.169490000,135.196460000,187.8
-30.171070000,135.196860000,187.4
-30.173010000,135.197430000,189.8
-30.175430000,135.198260000,188.1
-30.178290000,135.199440000,186.3
-30.181290000,135.200910000,186.0
-30.184160000,135.202550000,185.8
-30.185810000,135.203610000,187.0
-30.188110000,135.205230000,186.9
-30.190680000,135.207270000,188.7
-30.193070000,135.209430000,189.2
-30.195060000,135.211400000,190.3
-30.196550000,135.213020000,191.1
-30.197760000,135.214440000,190.8
-30.198880000,135.215820000,189.7
-30.200680000,135.218250000,191.8
-30.214590000,135.238970000,188.4
-30.216330000,135.241310000,188.1
-30.218270000,135.243600000,189.9
-30.220670000,135.246090000,191.1
-30.222160000,135.247470000,191.8
-30.223280000,135.248420000,192.0
-30.224650000,135.249530000,194.0
-30.225660000,135.250270000,194.7
-30.226660000,135.250980000,194.4
-30.229140000,135.252550000,192.0
-30.230870000,135.253510000,193.1
-30.234150000,135.255130000,191.0
-30.236460000,135.256340000,189.0
-30.240060000,135.258470000,188.1
-30.241770000,135.259600000,187.9
-30.243870000,135.261080000,187.8
-30.247670000,135.264010000,190.9
-30.249640000,135.265430000,190.2
-30.252120000,135.267000000,190.5
-30.254800000,135.268430000,189.5
-30.257550000,135.269660000,189.2
-30.263580000,135.271960000,183.8
-30.267790000,135.273680000,180.0
-30.272480000,135.275700000,178.5
-30.281030000,135.279600000,178.2
-30.285320000,135.281460000,175.8
-30.288860000,135.282900000,174.5
-30.292390000,135.284280000,173.4
-30.296560000,135.285840000,173.0
-30.303020000,135.288050000,174.3
